api8,lease_name,well_no,field_name,month_on_production,linear_regression_ml_forecast_oil_bbl,naive_last_rate_forecast_oil_bbl,trailing_3mo_forecast_oil_bbl,trailing_6mo_forecast_oil_bbl
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),40,2555.8298848975537,2758.2949556036865,2971.6810410661747,3329.4149132857387
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),41,2367.545719188958,2555.8298848975537,2760.2304418576023,3089.267422837249
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),42,2192.752546233043,2367.545719188958,2560.5568532300663,2874.248511885631
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),43,2028.2589795469758,2192.752546233043,2372.042716773185,2671.86187891968
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),44,1871.5097719935702,2028.2589795469758,2196.1857483229924,2478.2080950902973
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),45,1721.6333342805747,1871.5097719935702,2030.8404325911963,2295.698642910631
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),46,1577.79948384822,1721.6333342805747,1873.8006952737069,2122.921706023446
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),47,1439.5427772190924,1577.79948384822,1723.6475300407883,1959.91663918189
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),48,1306.2764992464063,1439.5427772190924,1579.658531782629,1805.2494821869125
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),49,1177.3548003033616,1306.2764992464063,1441.2062534379063,1657.503474355807
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),50,1052.1967891813406,1177.3548003033616,1307.7246922562867,1515.6861111485375
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),51,930.3295436463595,1052.1967891813406,1178.6093629103696,1379.1339473464993
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),52,811.3537125324506,930.3295436463595,1053.2937110436872,1247.2499822407965
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),53,694.9272106658068,811.3537125324506,931.2933484533836,1119.5090203548352
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),54,580.7449107549596,694.9272106658068,812.2034889482056,995.4064259292876
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),55,468.53319852932594,580.7449107549596,695.6752779844056,874.4844945140463
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),56,358.050160033335,468.53319852932594,581.4017733166975,756.3475608850405
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),57,249.0842588709865,358.050160033335,469.10942310587353,640.6564560270396
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),58,141.45067508439064,249.0842588709865,358.5558724778825,527.1155752311441
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),59,34.98755504969263,141.45067508439064,249.528364662904,415.4650689898008
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),60,0.0,34.98755504969263,141.84082966835658,305.4751263871151
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),61,0.0,0.0,58.812743378027754,208.68430792795513
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),62,0.0,0.0,11.662518349897544,130.5954415064008
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),63,0.0,0.0,0.0,70.92041483417829
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),64,0.0,0.0,0.0,29.406371689013877
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),65,0.0,0.0,0.0,5.831259174948772
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),66,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),67,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),68,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),69,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),70,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),71,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),72,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),73,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),74,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),75,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),76,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),77,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),78,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),79,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),80,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),81,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),82,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),83,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),84,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),85,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),86,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),87,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),88,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),89,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),90,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),91,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),92,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),93,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),94,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),95,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),96,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),97,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),98,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),99,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),100,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),101,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),102,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),103,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),104,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),105,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),106,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),107,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),108,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),109,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),110,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),111,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),112,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),113,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),114,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),115,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),116,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),117,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),118,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),119,0.0,0.0,0.0,0.0
31743816,SCHARBAUER-DOVE 7D,4H,SPRABERRY (TREND AREA),120,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),34,3890.0848801115117,4735.0,4937.666666666667,3955.1666666666665
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),35,3403.2012597432413,3890.0848801115117,4500.028293370504,3938.8474800185854
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),36,3199.7673895778253,3403.2012597432413,4009.428713284918,4335.047689975792
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),37,3032.3192286121757,3199.7673895778253,3497.6845098108593,4217.675588238763
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),38,2833.907733754535,3032.3192286121757,3211.7626259777476,3855.8954596741255
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),39,2625.76047387977,2833.907733754535,3021.998117314846,3515.713415299881
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),40,2409.8113450436967,2625.76047387977,2830.6624787488267,3164.173494279843
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),41,2212.9091831087817,2409.8113450436967,2623.1598508926672,2917.4612384352076
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),42,2037.0860353228754,2212.9091831087817,2416.1603340107495,2719.079225662798
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),43,1873.8148904569152,2037.0860353228754,2219.935521158451,2525.298999953639
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),44,1717.7903090667169,1873.8148904569152,2041.2700362961907,2332.214943594429
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),45,1567.5194613400563,1717.7903090667169,1876.2304116155026,2146.195372813126
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),46,1422.6766201844684,1567.5194613400563,1719.7082202878962,1969.8218707231736
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),47,1283.533539495866,1422.6766201844684,1569.3287968637471,1805.299416579969
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),48,1149.7250712613577,1283.533539495866,1424.5765403401304,1650.4034759778162
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),49,1020.4628376165169,1149.7250712613577,1285.3117436472307,1502.5099819675634
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),50,895.0184125069663,1020.4628376165169,1151.240482791247,1360.2846398274971
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),51,772.8600299564428,895.0184125069663,1021.7354404616136,1223.155990400872
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),52,653.5961398558338,772.8600299564428,896.113760026642,1090.7127518369364
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),53,536.9106001742912,653.5961398558338,773.824860773081,962.5326717821639
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),54,422.5085030383375,536.9106001742912,654.4555899955226,838.0955152285682
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),55,310.1105899741815,422.5085030383375,537.6717476894875,716.8927538580647
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),56,199.4658384221552,310.1105899741815,423.1765643956034,598.5007125843422
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),57,90.35669025343167,199.4658384221552,310.6949771448914,482.575283570207
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),58,0.0,90.35669025343167,199.97770621658947,368.82472695303846
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),59,0.0,0.0,96.60750955852895,259.8920369770662
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),60,0.0,0.0,30.11889675114389,170.40693694801766
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),61,0.0,0.0,0.0,99.98885310829473
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),62,0.0,0.0,0.0,48.30375477926447
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),63,0.0,0.0,0.0,15.059448375571945
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),64,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),65,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),66,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),67,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),68,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),69,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),70,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),71,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),72,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),73,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),74,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),75,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),76,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),77,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),78,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),79,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),80,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),81,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),82,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),83,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),84,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),85,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),86,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),87,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),88,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),89,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),90,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),91,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),92,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),93,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),94,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),95,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),96,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),97,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),98,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),99,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),100,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),101,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),102,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),103,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),104,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),105,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),106,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),107,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),108,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),109,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),110,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),111,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),112,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),113,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),114,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),115,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),116,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),117,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),118,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),119,0.0,0.0,0.0,0.0
31743818,SCHARBAUER-DOVE 7F,6H,SPRABERRY (TREND AREA),120,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),34,4089.5762431994744,4422.0,5035.666666666667,5007.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),35,3863.3366816467633,4089.5762431994744,4544.8587477331575,4933.596040533245
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),36,3644.840560998685,3863.3366816467633,4124.970974948746,4634.985487474373
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),37,3459.5551656191356,3644.840560998685,3865.917828614974,4450.79224764082
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),38,3255.7213073219873,3459.5551656191356,3655.910802754861,4100.38477524401
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),39,3050.914953140722,3255.7213073219873,3453.372344646603,3789.171659797674
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),40,2864.2714296736567,3050.914953140722,3255.3971420272815,3560.6574853211278
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),41,2692.811109436213,2864.2714296736567,3056.9692300454553,3356.440016400158
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),42,2531.762118386566,2692.811109436213,2869.332497416864,3161.3524210317337
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),43,2378.746626430576,2531.762118386566,2696.281552498812,2975.839347263047
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),44,2231.477240935851,2378.746626430576,2534.439951417785,2795.7045907316206
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),45,2089.573193005531,2231.477240935851,2380.6619952509977,2624.997246333931
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),46,1953.0329470575316,2089.573193005531,2233.2656867906526,2464.7736196447318
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),47,1821.3576888619873,1953.0329470575316,2091.3611269996377,2312.900539208711
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),48,1693.8875065369157,1821.3576888619873,1954.6546096416832,2167.6583024463403
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),49,1570.0282890175818,1693.8875065369157,1822.7593808188115,2028.012533804732
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),50,1449.2838976062312,1570.0282890175818,1695.0911614721615,1893.2261442358997
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),51,1331.2778095739186,1449.2838976062312,1571.0665643869095,1762.8605870142965
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),52,1215.699712318571,1331.2778095739186,1450.196665399244,1636.478023109028
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),53,1102.2651657526899,1215.699712318571,1332.087139832907,1513.5891506525343
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),54,990.7130897021807,1102.2651657526899,1216.4142292150598,1393.7403968009846
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),55,880.8106611195849,990.7130897021807,1102.8926559244806,1276.5446606618623
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),56,772.3542684071554,880.8106611195849,991.2629721914851,1161.6750560121961
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),57,665.1674698509614,772.3542684071554,881.292673076307,1048.8534511456835
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),58,559.0964628694501,665.1674698509614,772.7774664592339,937.8350611918572
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),59,454.0059853060384,559.0964628694501,665.5394003758556,828.4011862836704
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),60,349.77677081387264,454.0059853060384,559.4233060088167,720.3579895425619
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),61,246.30383220147448,349.77677081387264,454.2930729964537,613.5352697278438
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),62,143.4949601027324,246.30383220147448,350.0288627737952,507.7841315748254
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),63,41.26926301343472,143.4949601027324,246.52518770602651,402.9742468574216
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),64,0.0,41.26926301343472,143.6893517725472,298.99121238450044
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),65,0.0,0.0,61.5880743720557,205.80846857292545
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),66,0.0,0.0,13.75642100447824,130.14080435525238
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),67,0.0,0.0,0.0,71.8446758862736
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),68,0.0,0.0,0.0,30.79403718602785
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),69,0.0,0.0,0.0,6.87821050223912
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),70,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),71,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),72,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),73,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),74,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),75,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),76,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),77,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),78,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),79,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),80,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),81,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),82,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),83,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),84,0.0,0.0,0.0,0.0
31744051,EPLEY-MARTIN 31E,105H,SPRABERRY (TREND AREA),85,0.0,0.0,0.0,0.0
